Number,Name,Designation,Category,Components,Absolute Magnitute,Quality Code for Best Images,NASA Link
11066,Sigurd,1992 CC1,NEA,1.0,15.23,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=11066
11398,,1998 YP11,NEA,1.0,16.4,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=11398
11500,Tomaiyowit,1989 UR,PHA,1.0,18.37,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=11500
12538,,1998 OH,PHA,1.0,15.97,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=12538
12711,Tukmit,1991 BB,NEA,1.0,16.04,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=12711
13553,Masaakikoyama,1992 JE,NEA,1.0,16.54,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=13553
13651,,1997 BR,PHA,1.0,17.89,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=13651
16834,,1997 WU22,NEA,1.0,15.8,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=16834
17188,,1999 WC2,NEA,1.0,16.4,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=17188
21374,,1997 WS22,NEA,1.0,17.45,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=21374
22753,,1998 WT,PHA,1.0,17.69,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=22753
22771,,1999 CU3,NEA,1.0,16.96,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=22771
23187,,2000 PN9,PHA,1.0,16.06,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=23187
24445,,2000 PM8,NEA,1.0,14.7,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=24445
25143,Itokawa,1998 SF36,PHA,1.0,19.26,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=25143
26663,,2000 XK47,PHA,1.0,18.16,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=26663
29075,,1950 DA,PHA,1.0,17.29,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=29075
30825,,1990 TG1,NEA,1.0,14.73,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=30825
33342,,1998 WT24,PHA,1.0,18.02,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=33342
35107,,1991 VH,PHA,2.0,16.91,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=35107
35396,,1997 XF11,PHA,1.0,17.01,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=35396
37655,Illapa,1994 PM,PHA,1.0,17.85,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=37655
38071,,1999 GU3,PHA,1.0,19.57,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=38071
52387,Huitzilopochtli,1993 OM7,NEA,1.0,17.77,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=52387
52760,,1998 ML14,PHA,1.0,17.5,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=52760
52768,,1998 OR2,PHA,1.0,16.03,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=52768
53319,,1999 JM8,PHA,1.0,15.36,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=53319
54509,YORP,2000 PH5,NEA,1.0,22.66,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54509
54660,,2000 UJ1,NEA,1.0,17.93,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54660
65803,Didymos,1996 GT,PHA,2.0,18.11,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=65803
65909,,1998 FH12,PHA,1.0,19.3,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=65909
66063,,1998 RO1,NEA,2.0,18.15,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=66063
66146,,1998 TU3,NEA,1.0,14.41,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=66146
66391,Moshup,1999 KW4,PHA,2.0,16.64,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=66391
68216,,2001 CV26,PHA,1.0,16.61,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=68216
68267,,2001 EA16,NEA,1.0,17.04,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=68267
68346,,2001 KZ66,PHA,1.0,16.93,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=68346
68347,,2001 KB67,PHA,1.0,19.92,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=68347
68950,,2002 QF15,PHA,1.0,16.39,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=68950
69230,Hermes,1937 UB,PHA,2.0,17.68,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=69230
85182,,1991 AQ,PHA,1.0,17.13,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=85182
85236,,1993 KH,PHA,1.0,18.75,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=85236
85275,,1994 LY,NEA,2.0,16.51,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=85275
85713,,1998 SS49,PHA,1.0,15.78,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=85713
85774,,1998 UT18,PHA,1.0,19.09,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=85774
85938,,1999 DJ4,PHA,2.0,18.73,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=85938
85989,,1999 JD6,PHA,1.0,17.08,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=85989
85990,,1999 JV6,PHA,1.0,20.27,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=85990
86666,,2000 FL10,NEA,1.0,16.92,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=86666
87024,,2000 JS66,NEA,1.0,18.73,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=87024
88254,,2001 FM129,PHA,1.0,17.77,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=88254
89136,,2001 US16,PHA,1.0,20.28,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=89136
90075,,2002 VU94,PHA,1.0,15.37,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=90075
90403,,2003 YE45,PHA,1.0,17.78,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=90403
90416,,2003 YK118,PHA,1.0,18.86,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=90416
96590,,1998 XB,NEA,1.0,16.28,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=96590
99942,Apophis,2004 MN4,PHA,1.0,19.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=99942
100085,,1992 UY4,PHA,1.0,17.89,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=100085
100926,,1998 MQ,NEA,1.0,16.64,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=100926
101955,Bennu,1999 RQ36,PHA,1.0,20.68,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=101955
136617,,1994 CC,PHA,3.0,17.97,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=136617
136770,,1996 PC1,NEA,1.0,20.56,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=136770
136795,Tatsunokingo,1997 BQ,PHA,1.0,18.11,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=136795
136849,,1998 CS1,PHA,1.0,17.72,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=136849
136993,,1998 ST49,NEA,2.0,17.85,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=136993
137032,,1998 UO1,NEA,1.0,16.67,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=137032
137199,,1999 KX4,NEA,1.0,16.98,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=137199
137924,,2000 BD19,NEA,1.0,17.5,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=137924
138095,,2000 DK79,PHA,2.0,15.97,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=138095
138127,,2000 EE14,PHA,1.0,17.11,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=138127
138175,,2000 EE104,PHA,1.0,20.47,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=138175
138524,,2000 OJ8,PHA,1.0,16.88,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=138524
138971,,2001 CB21,PHA,1.0,18.52,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=138971
139359,,2001 ME1,PHA,1.0,16.52,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=139359
141018,,2001 WC47,NEA,1.0,19.04,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=141018
141432,,2002 CQ11,PHA,1.0,20.06,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=141432
141593,,2002 HK12,PHA,1.0,18.32,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=141593
143404,,2003 BD44,PHA,1.0,16.95,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=143404
143649,,2003 QQ47,PHA,2.0,17.39,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=143649
143651,,2003 QO104,PHA,1.0,16.09,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=143651
144332,,2004 DV24,PHA,1.0,16.61,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=144332
144411,,2004 EW9,NEA,1.0,16.55,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=144411
144900,,2004 VG64,PHA,1.0,18.29,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=144900
144901,,2004 WG1,NEA,1.0,17.53,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=144901
152560,,1991 BN,PHA,1.0,19.23,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=152560
152664,,1998 FW4,PHA,1.0,19.68,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=152664
152685,,1998 MZ,PHA,1.0,19.34,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=152685
152756,,1999 JV3,NEA,1.0,18.99,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=152756
152770,,1999 RR28,PHA,1.0,18.41,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=152770
152931,,2000 EA107,NEA,1.0,16.34,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=152931
153349,,2001 PJ9,NEA,1.0,18.65,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=153349
153591,,2001 SN263,PHA,3.0,17.11,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=153591
153814,,2001 WN5,PHA,1.0,18.29,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=153814
153958,,2002 AM31,PHA,2.0,18.36,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=153958
154029,,2002 CY46,NEA,1.0,16.51,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=154029
154244,,2002 KL6,NEA,1.0,17.57,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=154244
154275,,2002 SR41,PHA,1.0,20.13,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=154275
159402,,1999 AP10,NEA,1.0,16.62,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=159402
162000,,1990 OS,PHA,2.0,19.64,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=162000
162004,,1991 VE,NEA,1.0,18.3,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=162004
162082,,1998 HL1,PHA,1.0,19.12,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=162082
162181,,1999 LF6,NEA,1.0,18.2,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=162181
162385,,2000 BM19,NEA,1.0,18.61,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=162385
162416,,2000 EH26,PHA,1.0,21.67,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=162416
162421,,2000 ET70,PHA,1.0,18.1,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=162421
163132,,2002 CU11,PHA,1.0,18.61,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=163132
163249,,2002 GT,PHA,1.0,18.71,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=163249
163295,,2002 HW,NEA,1.0,19.49,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=163295
163373,,2002 PZ39,PHA,1.0,19.03,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=163373
163692,,2003 CY18,NEA,1.0,18.26,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=163692
163693,Atira,2003 CP20,NEA,2.0,16.41,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=163693
163696,,2003 EB50,NEA,1.0,16.54,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=163696
163732,,2003 KP2,NEA,1.0,15.48,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=163732
163899,,2003 SD220,PHA,1.0,17.63,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=163899
164121,,2003 YT1,PHA,2.0,16.18,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=164121
164211,,2004 JA27,PHA,1.0,19.5,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=164211
164400,,2005 GN59,PHA,1.0,17.34,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=164400
170502,,2003 WM7,NEA,1.0,17.36,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=170502
175706,,1996 FG3,PHA,2.0,18.32,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=175706
177049,,2003 EE16,PHA,1.0,19.84,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=177049
179806,,2002 TD66,PHA,1.0,20.46,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=179806
184266,,2004 VW14,PHA,1.0,19.49,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=184266
185851,,2000 DP107,PHA,2.0,18.32,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=185851
187026,,2005 EK70,NEA,1.0,17.36,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=187026
188174,,2002 JC,NEA,1.0,17.44,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=188174
189008,,1996 FR3,NEA,1.0,16.41,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=189008
190166,,2005 UP156,NEA,2.0,17.27,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=190166
192642,,1999 RD32,NEA,1.0,16.48,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=192642
194126,,2001 SG276,NEA,1.0,17.91,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=194126
199003,,2005 WJ56,PHA,1.0,18.16,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=199003
204131,,2003 YL,NEA,1.0,19.93,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=204131
206378,,2003 RB,PHA,1.0,18.76,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=206378
207398,,2006 AS2,PHA,1.0,20.36,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=207398
208023,,1999 AQ10,PHA,1.0,20.52,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=208023
214088,,2004 JN13,NEA,1.0,15.41,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=214088
215588,,2003 HF2,PHA,1.0,19.42,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=215588
216258,,2006 WH1,PHA,1.0,20.33,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=216258
217796,,2000 TO64,NEA,1.0,17.23,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=217796
217807,,2000 XK44,NEA,1.0,18.39,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=217807
226514,,2003 UX34,PHA,2.0,20.2,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=226514
226554,,2003 WR21,PHA,1.0,19.62,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=226554
230111,,2001 BE10,PHA,1.0,19.28,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=230111
232691,,2004 AR1,PHA,1.0,19.86,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=232691
234145,,2000 EW70,PHA,1.0,21.58,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=234145
235756,,2004 VC,PHA,1.0,18.58,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=235756
237805,,2002 CF26,NEA,1.0,17.4,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=237805
242191,,2003 NZ6,NEA,1.0,19.02,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=242191
242450,,2004 QY2,PHA,1.0,14.64,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=242450
242643,,2005 NZ6,PHA,1.0,17.38,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=242643
242708,,2005 UK1,PHA,1.0,18.12,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=242708
250458,,2004 BO41,NEA,1.0,18.0,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=250458
250577,,2005 AC,NEA,1.0,18.36,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=250577
264357,,2000 AZ93,PHA,1.0,21.17,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=264357
265482,,2005 EE,PHA,1.0,21.21,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=265482
267337,,2001 VK5,PHA,1.0,18.06,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=267337
275677,,2000 RS11,PHA,1.0,19.22,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=275677
276049,,2002 CE26,NEA,2.0,16.67,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=276049
277475,,2005 WK4,PHA,1.0,20.22,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=277475
285263,,1998 QE2,PHA,2.0,17.28,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=285263
285331,,1999 FN53,NEA,1.0,18.2,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=285331
285944,,2001 RZ11,NEA,1.0,16.7,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=285944
294739,,2008 CM,PHA,1.0,17.04,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=294739
297300,,1998 SC15,PHA,1.0,19.29,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=297300
297418,,2000 SP43,PHA,1.0,18.52,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=297418
302831,,2003 FH,PHA,1.0,19.12,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=302831
304330,,2006 SX217,PHA,1.0,18.9,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=304330
306383,,1993 VD,PHA,1.0,21.49,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=306383
308242,,2005 GO21,PHA,1.0,16.27,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=308242
308635,,2005 YU55,PHA,1.0,21.91,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=308635
310842,,2003 AK18,NEA,1.0,19.83,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=310842
311066,,2004 DC,PHA,2.0,18.29,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=311066
311554,,2006 BQ147,NEA,1.0,18.72,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=311554
326290,Akhenaten,1998 HE3,PHA,1.0,21.83,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=326290
326683,,2002 WP,NEA,1.0,18.45,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=326683
326732,,2003 HB6,NEA,2.0,17.63,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=326732
329437,,2002 OA22,PHA,1.0,19.41,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=329437
329614,,2003 KU2,PHA,1.0,17.79,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=329614
333707,,2008 YT30,NEA,1.0,19.41,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=333707
337866,,2001 WL15,NEA,1.0,18.8,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=337866
340666,,2006 RO36,NEA,1.0,17.82,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=340666
341843,,2008 EV5,PHA,1.0,20.05,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=341843
345705,,2006 VB14,NEA,1.0,18.59,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=345705
345722,,2007 BG29,NEA,1.0,18.27,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=345722
348400,,2005 JF21,PHA,3.0,17.35,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=348400
349507,,2008 QY,PHA,1.0,18.5,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=349507
354030,,2001 RB18,NEA,1.0,18.62,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=354030
357024,,1999 YR14,PHA,1.0,19.47,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=357024
357439,,2004 BL86,PHA,2.0,19.29,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=357439
357622,,2005 EY95,PHA,1.0,20.32,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=357622
360191,,1988 TA,PHA,1.0,21.08,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=360191
363027,,1998 ST27,PHA,2.0,19.64,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363027
363067,,2000 CO101,PHA,2.0,19.21,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363067
363084,,2000 RD53,PHA,1.0,20.21,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363084
363116,,2001 GQ2,PHA,1.0,20.32,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363116
363163,,2001 SE286,NEA,1.0,17.8,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363163
363305,,2002 NV16,PHA,1.0,21.4,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363305
363344,,2002 QC7,PHA,1.0,19.98,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363344
363505,,2003 UC20,PHA,1.0,18.47,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363505
363599,,2004 FG11,PHA,2.0,21.05,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363599
363790,,2005 JE46,PHA,1.0,17.85,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363790
364136,,2006 CJ,PHA,1.0,20.19,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=364136
365071,,2009 AV,PHA,1.0,18.18,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=365071
365424,,2010 KX7,PHA,1.0,21.91,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=365424
371660,,2007 CN26,PHA,1.0,21.11,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=371660
374851,,2006 VV2,PHA,2.0,16.72,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=374851
381906,,2010 CL19,PHA,1.0,17.8,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=381906
